CustomerID,Cluster,PC1,PC2,Segment,PC1Variance,PC2Variance
12346,1,4.088307273353201,7.729745815479481,High-Value Loyal,0.6575861087746037,0.17390319581748817
12347,1,3.1312786198078375,-0.45750146170334743,High-Value Loyal,0.6575861087746037,0.17390319581748817
12348,2,1.0574362369264911,0.7904583847143086,Regular / Growth,0.6575861087746037,0.17390319581748817
12349,2,1.3359458141147662,1.88990702503599,Regular / Growth,0.6575861087746037,0.17390319581748817
12350,0,-1.5530523113339798,1.1868019685090594,At-Risk / Low-Value,0.6575861087746037,0.17390319581748817
12352,1,1.3970629692318897,-0.31966245454707365,High-Value Loyal,0.6575861087746037,0.17390319581748817
12353,0,-3.7552541008376505,-0.5393666970973336,At-Risk / Low-Value,0.6575861087746037,0.17390319581748817
12354,2,0.2265875676571963,2.360426814470765,Regular / Growth,0.6575861087746037,0.17390319581748817
12355,2,-1.2332918569764324,1.4093117016522638,Regular / Growth,0.6575861087746037,0.17390319581748817
12356,1,1.84384553603006,1.1262966011517974,High-Value Loyal,0.6575861087746037,0.17390319581748817
12357,1,2.941962562707455,3.570034357787791,High-Value Loyal,0.6575861087746037,0.17390319581748817
12358,2,0.4875550842823234,-0.2150232062829863,Regular / Growth,0.6575861087746037,0.17390319581748817
12359,1,2.801166557935559,1.8945024469122367,High-Value Loyal,0.6575861087746037,0.17390319581748817
12360,1,1.7485559295873019,1.3276796608992099,High-Value Loyal,0.6575861087746037,0.17390319581748817
12361,0,-2.432460750235403,0.5032359908238985,At-Risk / Low-Value,0.6575861087746037,0.17390319581748817
12362,1,3.4696424958091003,-0.6960841119671701,High-Value Loyal,0.6575861087746037,0.17390319581748817
12363,2,-0.594938557436265,0.46511802638284305,Regular / Growth,0.6575861087746037,0.17390319581748817
12364,1,1.5560959237920324,-0.5155395209700914,High-Value Loyal,0.6575861087746037,0.17390319581748817
12365,2,-1.0107311660177998,0.9476809349311204,Regular / Growth,0.6575861087746037,0.17390319581748817
12367,0,-1.3249748370006411,-1.2230766321078599,At-Risk / Low-Value,0.6575861087746037,0.17390319581748817
12370,1,2.353203413799354,1.2737258378743983,High-Value Loyal,0.6575861087746037,0.17390319581748817
12371,2,1.0818243845931084,1.4151756543784981,Regular / Growth,0.6575861087746037,0.17390319581748817
12372,2,0.5641759818879825,0.705970584988759,Regular / Growth,0.6575861087746037,0.17390319581748817
12373,0,-1.5497900407739094,1.2907543571291227,At-Risk / Low-Value,0.6575861087746037,0.17390319581748817
12374,2,0.08938372839703415,1.0524230581422507,Regular / Growth,0.6575861087746037,0.17390319581748817
12375,2,-0.6808359411468661,-0.6935467603208599,Regular / Growth,0.6575861087746037,0.17390319581748817
12377,2,0.7210762918126664,2.0758677202632145,Regular / Growth,0.6575861087746037,0.17390319581748817
12378,1,2.433456683273915,3.6147043566949693,High-Value Loyal,0.6575861087746037,0.17390319581748817
12379,2,0.005128062690937169,0.7882525688481891,Regular / Growth,0.6575861087746037,0.17390319581748817
12380,1,1.8573668492195192,0.6240167440479109,High-Value Loyal,0.6575861087746037,0.17390319581748817
12381,1,1.7273048250791425,-0.6855938376261816,High-Value Loyal,0.6575861087746037,0.17390319581748817
12383,2,1.2122916979199194,0.7652512692930815,Regular / Growth,0.6575861087746037,0.17390319581748817
12384,2,-0.6053745612474956,-0.11565214820834971,Regular / Growth,0.6575861087746037,0.17390319581748817
12386,0,-1.4407303848633402,0.6062882006453867,At-Risk / Low-Value,0.6575861087746037,0.17390319581748817
12388,1,1.9648854083106886,-0.016631380673664528,High-Value Loyal,0.6575861087746037,0.17390319581748817
12390,2,-0.4186608007059351,1.1951831275513267,Regular / Growth,0.6575861087746037,0.17390319581748817
12391,2,0.00383656506562949,0.3704638582141713,Regular / Growth,0.6575861087746037,0.17390319581748817
12393,2,0.863104529554383,0.504842022282083,Regular / Growth,0.6575861087746037,0.17390319581748817
12394,2,0.4862296448930928,1.203789485476723,Regular / Growth,0.6575861087746037,0.17390319581748817
12395,1,2.3770015552884,-0.8642162786479591,High-Value Loyal,0.6575861087746037,0.17390319581748817
12397,1,1.7906135238880387,1.6292718732325424,High-Value Loyal,0.6575861087746037,0.17390319581748817
